"App name","Usage time","Access count"
"Tandem","4:10:31","51"
"Bumble","2:18:27","73"
"Edge","2:02:52","31"
"Facebook","1:02:14","51"
"Tinder","0:43:10","22"
"Airbnb","0:38:22","16"
"Instagram","0:31:28","22"
"Messenger","0:18:19","27"
"WhatsApp","0:15:59","27"
"Uber","0:14:29","16"
"Maps","0:04:41","6"
"Google Play Store","0:03:27","3"
"Chrome","0:02:49","5"
"Camera","0:01:12","6"
"Bitwarden","0:01:02","3"
"Currency","0:01:01","5"
"Google","0:01:00","4"
"Notification Maker","0:00:59","3"
"Weather","0:00:52","3"
"Podcast Republic","0:00:48","5"
"Gmail","0:00:48","2"
"Samsung Notes","0:00:39","1"
"Clock","0:00:30","3"
"Revolut","0:00:23","1"
"Microsoft SwiftKey Keyboard","0:00:22","1"
"Translate","0:00:21","3"
"QR Reader","0:00:18","2"
"Calculator++","0:00:11","2"
"Permission controller","0:00:11","5"
"Telegram","0:00:05","1"
"YouTube","0:00:05","1"
"Swapps","0:00:02","1"
"Discord","0:00:01","1"
""
"Date","Usage time"
"9/3/21","12:37:41"
""
"Usage history, September 3, 2021"
"Created by App Usage (PRO) on Sunday, September 12, 2021, 11:48 PM"
