"App name","Usage time","Access count"
"Edge","2:38:28","19"
"Facebook","1:20:27","36"
"Instagram","1:08:22","32"
"Uber","0:38:54","42"
"Messenger","0:35:23","19"
"WhatsApp","0:24:38","46"
"Markor","0:11:16","13"
"Gallery","0:10:55","15"
"Skype","0:07:12","7"
"QR Reader","0:05:33","4"
"Clock","0:05:26","2"
"Google Play Store","0:04:12","5"
"Bumble","0:04:10","4"
"Maps","0:03:45","8"
"Chrome","0:03:39","3"
"FolderSync","0:03:13","3"
"Camera","0:02:55","8"
"Spotify","0:02:22","8"
"Google","0:01:47","7"
"Call","0:01:44","2"
"Revolut","0:01:28","2"
"Vimla","0:01:21","3"
"Tandem","0:01:16","3"
"Samsung Notes","0:01:05","4"
"CaptivePortalLogin","0:00:50","2"
"Bitwarden","0:00:49","2"
"Discord","0:00:40","1"
"Swish","0:00:30","2"
"Telegram","0:00:25","1"
"BankID","0:00:16","1"
"Samsung capture","0:00:16","1"
"Dual Messenger","0:00:15","1"
"Notification Maker","0:00:13","1"
"Print Spooler","0:00:11","1"
"MEGA","0:00:10","1"
"Digital Wellbeing","0:00:07","3"
"Software update","0:00:07","1"
"App Usage","0:00:06","1"
"Translate","0:00:04","2"
"Galaxy Themes","0:00:04","1"
""
"Date","Usage time"
"9/18/21","8:04:33"
""
"Usage history, September 18, 2021"
"Created by App Usage (PRO) on Sunday, September 19, 2021, 2:00 AM"
